LAT,LONG
"17° 13' 17,770"" S","64° 33' 5,012"" W"
"17° 11' 32,771"" S","64° 33' 47,925"" W"
"17° 33' 35,035"" S","66° 4' 59,641"" W"
"17° 32' 54,722"" S","66° 5' 4,610"" W"
"17° 32' 9,461"" S","66° 6' 59,915"" W"
"17° 30' 45,767"" S","66° 5' 14,676"" W"
"17° 29' 3,294"" S","66° 6' 6,003"" W"
"17° 36' 58,384"" S","66° 6' 21,125"" W"
"17° 36' 8,308"" S","66° 0' 3,926"" W"
"17° 34' 58,559"" S","65° 59' 18,650"" W"
"17° 46' 6,662"" S","66° 24' 57,117"" W"
"17° 42' 47,817"" S","66° 28' 5,327"" W"
"17° 56' 25,424"" S","66° 18' 11,620"" W"
"17° 53' 9,249"" S","66° 21' 51,154"" W"
"17° 51' 24,888"" S","66° 20' 56,452"" W"
"17° 40' 28,234"" S","66° 27' 31,868"" W"
"17° 44' 16,376"" S","66° 30' 54,533"" W"
"17° 42' 23,921"" S","66° 24' 40,841"" W"
"17° 56' 11,123"" S","66° 24' 55,030"" W"
"17° 55' 50,689"" S","66° 19' 12,221"" W"
"17° 55' 26,784"" S","66° 18' 40,532"" W"
"17° 56' 54,509"" S","66° 21' 24,418"" W"
"17° 54' 27,428"" S","66° 19' 47,244"" W"
"17° 55' 49,819"" S","66° 24' 20,889"" W"
"17° 55' 32,363"" S","66° 23' 55,758"" W"
"17° 55' 26,790"" S","66° 15' 58,452"" W"
"17° 54' 29,398"" S","66° 23' 14,893"" W"
"17° 54' 25,836"" S","66° 19' 11,197"" W"
"17° 54' 22,499"" S","66° 17' 29,376"" W"
"17° 54' 19,854"" S","66° 21' 3,298"" W"
"17° 53' 47,880"" S","66° 19' 33,822"" W"
"17° 54' 12,541"" S","66° 24' 7,774"" W"
"17° 54' 2,115"" S","66° 22' 50,200"" W"
"17° 53' 34,115"" S","66° 20' 35,016"" W"
"17° 53' 7,281"" S","66° 23' 31,197"" W"
"17° 52' 18,843"" S","66° 24' 8,587"" W"
"17° 51' 54,532"" S","66° 27' 46,542"" W"
"17° 51' 28,951"" S","66° 20' 46,831"" W"
"17° 50' 30,372"" S","66° 22' 39,283"" W"
"17° 50' 8,042"" S","66° 21' 58,111"" W"
"17° 45' 26,373"" S","66° 29' 47,789"" W"
"17° 44' 32,960"" S","66° 30' 49,469"" W"
"17° 44' 50,846"" S","66° 28' 41,157"" W"
"17° 45' 5,558"" S","66° 25' 34,040"" W"
"17° 44' 46,717"" S","66° 31' 42,461"" W"
"17° 57' 29,782"" S","66° 17' 7,997"" W"
"17° 52' 25,756"" S","66° 23' 38,364"" W"
"17° 52' 38,738"" S","66° 23' 51,576"" W"
"17° 52' 18,836"" S","66° 26' 32,219"" W"
"17° 47' 50,675"" S","66° 29' 25,422"" W"
"17° 48' 14,911"" S","66° 28' 30,937"" W"
"17° 14' 1,546"" S","66° 10' 45,626"" W"
"17° 48' 13,323"" S","66° 24' 11,630"" W"
"17° 45' 43,093"" S","66° 26' 21,906"" W"
"17° 42' 50,593"" S","66° 27' 54,053"" W"
"17° 43' 47,997"" S","66° 33' 1,134"" W"
"17° 42' 35,133"" S","66° 26' 28,938"" W"
"17° 40' 27,863"" S","66° 28' 26,020"" W"
"17° 51' 39,014"" S","66° 35' 15,558"" W"
"17° 47' 43,267"" S","66° 31' 29,068"" W"
"17° 52' 27,175"" S","66° 30' 57,656"" W"
"17° 44' 11,254"" S","66° 41' 51,710"" W"
"17° 46' 57,525"" S","66° 32' 11,956"" W"
"17° 54' 18,752"" S","66° 39' 9,719"" W"
"17° 54' 11,178"" S","66° 35' 15,165"" W"
"17° 53' 18,356"" S","66° 31' 13,023"" W"
"17° 51' 53,083"" S","66° 36' 55,860"" W"
"17° 51' 50,259"" S","66° 34' 11,217"" W"
"17° 52' 7,856"" S","66° 28' 57,471"" W"
"17° 49' 29,420"" S","66° 32' 9,216"" W"
"17° 51' 47,448"" S","66° 34' 45,811"" W"
"17° 51' 39,248"" S","66° 42' 2,074"" W"
"17° 52' 16,165"" S","66° 31' 53,167"" W"
"17° 51' 2,703"" S","66° 29' 30,478"" W"
"17° 51' 8,128"" S","66° 42' 34,151"" W"
"17° 50' 12,634"" S","66° 35' 14,158"" W"
"17° 51' 8,379"" S","66° 33' 7,593"" W"
"17° 50' 43,847"" S","66° 34' 43,926"" W"
"17° 49' 38,074"" S","66° 35' 41,343"" W"
"17° 49' 32,338"" S","66° 30' 59,496"" W"
"17° 49' 4,397"" S","66° 37' 28,660"" W"
"17° 46' 12,964"" S","66° 39' 37,037"" W"
"17° 46' 16,683"" S","66° 39' 12,867"" W"
"17° 46' 10,619"" S","66° 42' 32,499"" W"
"17° 46' 6,960"" S","66° 35' 48,621"" W"
"17° 45' 44,695"" S","66° 37' 31,763"" W"
"17° 44' 55,125"" S","66° 42' 3,480"" W"
"17° 44' 55,236"" S","66° 40' 55,221"" W"
"17° 52' 56,990"" S","66° 30' 44,379"" W"
"17° 52' 33,155"" S","66° 39' 5,090"" W"
"17° 47' 53,966"" S","66° 32' 30,553"" W"
"17° 48' 7,723"" S","66° 38' 18,120"" W"
"17° 48' 15,549"" S","66° 43' 30,770"" W"
"17° 48' 11,895"" S","66° 38' 51,212"" W"
"17° 48' 8,938"" S","66° 35' 41,334"" W"
"17° 48' 26,885"" S","66° 41' 47,240"" W"
"17° 42' 55,308"" S","66° 44' 1,396"" W"
"17° 35' 42,311"" S","66° 36' 15,741"" W"
"17° 35' 22,237"" S","66° 34' 56,783"" W"
"17° 35' 3,066"" S","66° 34' 26,137"" W"
"17° 34' 33,426"" S","66° 32' 4,081"" W"
"17° 34' 4,771"" S","66° 38' 21,775"" W"
"17° 31' 57,808"" S","66° 30' 40,453"" W"
"17° 31' 47,810"" S","66° 31' 12,248"" W"
"17° 32' 3,135"" S","66° 45' 48,507"" W"
"17° 31' 43,948"" S","66° 39' 44,065"" W"
"17° 31' 15,213"" S","66° 25' 17,509"" W"
"17° 31' 20,724"" S","66° 36' 43,412"" W"
"17° 31' 19,209"" S","66° 26' 51,354"" W"
"17° 31' 27,018"" S","66° 41' 21,363"" W"
"17° 30' 54,202"" S","66° 39' 10,514"" W"
"17° 30' 24,994"" S","66° 39' 12,049"" W"
"17° 25' 13,765"" S","66° 32' 42,488"" W"
"17° 30' 20,372"" S","66° 39' 33,102"" W"
"17° 30' 4,226"" S","66° 26' 1,385"" W"
"17° 29' 55,029"" S","66° 39' 58,868"" W"
"17° 29' 15,288"" S","66° 27' 50,802"" W"
"17° 29' 32,264"" S","66° 49' 6,110"" W"
"17° 29' 13,824"" S","66° 42' 0,642"" W"
"17° 29' 12,843"" S","66° 40' 5,644"" W"
"17° 29' 9,879"" S","66° 33' 51,122"" W"
"17° 28' 43,863"" S","66° 35' 59,925"" W"
"17° 28' 35,184"" S","66° 28' 59,976"" W"
"17° 28' 8,384"" S","66° 44' 46,061"" W"
"17° 28' 33,600"" S","66° 36' 51,647"" W"
"17° 28' 37,379"" S","66° 41' 23,989"" W"
"17° 30' 30,637"" S","66° 33' 28,747"" W"
"17° 28' 3,120"" S","66° 34' 27,942"" W"
"17° 27' 53,782"" S","66° 36' 23,095"" W"
"17° 33' 6,219"" S","66° 32' 14,533"" W"
"17° 28' 50,224"" S","66° 39' 4,985"" W"
"17° 26' 30,232"" S","66° 41' 29,083"" W"
"17° 32' 8,068"" S","66° 32' 45,025"" W"
"17° 32' 31,299"" S","66° 34' 33,446"" W"
"17° 27' 27,195"" S","66° 44' 31,619"" W"
"17° 24' 15,797"" S","66° 33' 32,782"" W"
"17° 28' 6,121"" S","66° 35' 33,280"" W"
"17° 38' 46,900"" S","66° 34' 26,647"" W"
"17° 40' 28,283"" S","66° 29' 5,345"" W"
"17° 30' 59,333"" S","66° 46' 1,880"" W"
"17° 29' 31,808"" S","66° 26' 45,548"" W"
"17° 25' 35,119"" S","66° 33' 27,919"" W"
"17° 40' 35,735"" S","66° 25' 50,593"" W"
"17° 3' 34,308"" S","66° 20' 48,857"" W"
"16° 53' 57,927"" S","66° 46' 26,278"" W"
"16° 22' 30,617"" S","66° 47' 42,776"" W"
"16° 18' 1,488"" S","66° 47' 57,021"" W"
"16° 16' 45,977"" S","66° 44' 21,613"" W"
"16° 14' 24,896"" S","66° 49' 12,754"" W"
"16° 42' 21,461"" S","66° 33' 2,260"" W"
"16° 54' 14,995"" S","66° 44' 49,671"" W"
"16° 31' 42,744"" S","66° 35' 11,953"" W"
"16° 43' 26,960"" S","66° 37' 12,754"" W"
"16° 56' 2,165"" S","66° 37' 33,649"" W"
"16° 47' 9,041"" S","66° 20' 58,395"" W"
"16° 55' 36,241"" S","66° 23' 13,874"" W"
"16° 56' 15,013"" S","66° 40' 45,035"" W"
"16° 55' 57,005"" S","66° 44' 22,908"" W"
"16° 56' 34,822"" S","66° 36' 18,985"" W"
"16° 54' 18,713"" S","66° 23' 58,291"" W"
"16° 54' 0,281"" S","66° 40' 37,191"" W"
"16° 53' 43,538"" S","66° 34' 26,287"" W"
"16° 53' 24,163"" S","66° 28' 49,893"" W"
"16° 53' 30,400"" S","66° 45' 49,404"" W"
"16° 52' 26,489"" S","66° 45' 59,356"" W"
"16° 51' 45,360"" S","66° 25' 54,806"" W"
"17° 0' 45,093"" S","66° 23' 13,999"" W"
"16° 50' 34,689"" S","66° 41' 55,401"" W"
"16° 50' 31,729"" S","66° 31' 10,895"" W"
"16° 48' 29,609"" S","66° 44' 15,374"" W"
"16° 49' 18,256"" S","66° 37' 58,878"" W"
"16° 48' 20,694"" S","66° 35' 42,106"" W"
"16° 47' 58,042"" S","66° 30' 46,988"" W"
"16° 47' 30,840"" S","66° 33' 29,801"" W"
"16° 46' 49,630"" S","66° 35' 2,195"" W"
"17° 1' 14,076"" S","66° 20' 31,346"" W"
"17° 1' 52,019"" S","66° 26' 36,780"" W"
"16° 45' 26,192"" S","66° 37' 23,020"" W"
"16° 44' 9,201"" S","66° 41' 55,401"" W"
"16° 42' 46,719"" S","66° 34' 49,377"" W"
"16° 42' 10,865"" S","66° 42' 58,486"" W"
"16° 44' 2,861"" S","66° 32' 41,176"" W"
"16° 30' 32,163"" S","66° 45' 52,066"" W"
"17° 1' 4,519"" S","66° 28' 4,277"" W"
"16° 42' 27,324"" S","65° 25' 8,563"" W"
"17° 1' 11,991"" S","66° 20' 47,845"" W"
"17° 0' 53,472"" S","66° 22' 37,751"" W"
"16° 59' 49,876"" S","66° 23' 20,600"" W"
"17° 4' 0,002"" S","66° 33' 18,868"" W"
"16° 59' 38,152"" S","66° 41' 18,216"" W"
"16° 58' 16,042"" S","66° 42' 32,909"" W"
"16° 57' 20,000"" S","66° 21' 30,048"" W"
"16° 57' 14,393"" S","66° 42' 55,796"" W"
"16° 57' 3,960"" S","66° 27' 25,733"" W"
"16° 56' 17,561"" S","66° 21' 58,536"" W"
"16° 47' 14,218"" S","66° 20' 42,612"" W"
"15° 51' 24,610"" S","66° 52' 52,004"" W"
"16° 48' 57,469"" S","66° 33' 43,219"" W"
"16° 48' 29,375"" S","66° 31' 41,334"" W"
"16° 15' 59,679"" S","66° 49' 30,876"" W"
"15° 52' 36,719"" S","66° 52' 45,651"" W"
"17° 41' 43,519"" S","65° 17' 59,376"" W"
"17° 46' 35,585"" S","65° 26' 57,066"" W"
"17° 45' 43,244"" S","65° 29' 31,266"" W"
"17° 40' 50,686"" S","65° 17' 4,443"" W"
"17° 40' 0,657"" S","65° 22' 31,174"" W"
"17° 30' 40,207"" S","65° 24' 5,285"" W"
"17° 37' 5,009"" S","65° 20' 38,866"" W"
"18° 4' 35,951"" S","65° 16' 56,124"" W"
"17° 35' 52,617"" S","65° 19' 12,689"" W"
"17° 35' 6,573"" S","65° 26' 55,988"" W"
"17° 36' 41,773"" S","65° 29' 37,516"" W"
"17° 20' 26,756"" S","66° 24' 16,659"" W"
"17° 34' 44,251"" S","65° 22' 59,239"" W"
"17° 34' 36,539"" S","65° 23' 7,715"" W"
"17° 13' 22,611"" S","65° 59' 30,372"" W"
"17° 13' 19,150"" S","65° 54' 11,709"" W"
"17° 10' 27,123"" S","66° 50' 53,715"" W"
"17° 11' 27,415"" S","65° 55' 54,342"" W"
"17° 11' 43,460"" S","65° 55' 41,869"" W"
"17° 12' 37,545"" S","65° 57' 13,387"" W"
"17° 15' 0,645"" S","65° 56' 38,689"" W"
"17° 3' 55,879"" S","65° 57' 28,875"" W"
"17° 19' 59,676"" S","65° 51' 53,908"" W"
"17° 19' 18,651"" S","65° 52' 42,454"" W"
"17° 19' 6,371"" S","65° 52' 49,787"" W"
"17° 21' 37,540"" S","65° 50' 53,979"" W"
"17° 17' 23,583"" S","65° 52' 40,502"" W"
"17° 18' 30,111"" S","65° 54' 42,485"" W"
"17° 18' 38,478"" S","65° 54' 29,811"" W"
"17° 17' 48,946"" S","65° 55' 3,353"" W"
"17° 17' 21,986"" S","65° 55' 7,199"" W"
"17° 16' 15,658"" S","65° 55' 22,734"" W"
"17° 15' 59,547"" S","65° 52' 59,563"" W"
"17° 15' 53,352"" S","65° 53' 18,427"" W"
"17° 15' 28,619"" S","65° 56' 15,171"" W"
"17° 14' 45,463"" S","65° 54' 22,546"" W"
"17° 13' 53,402"" S","65° 58' 10,955"" W"
"17° 13' 1,261"" S","65° 57' 55,070"" W"
"17° 8' 50,486"" S","65° 55' 51,387"" W"
"17° 7' 45,975"" S","65° 57' 55,062"" W"
"17° 16' 30,998"" S","65° 52' 25,891"" W"
"17° 13' 32,909"" S","65° 53' 48,706"" W"
"17° 13' 46,458"" S","65° 59' 11,443"" W"
"17° 18' 43,999"" S","65° 53' 50,547"" W"
"17° 15' 26,474"" S","65° 55' 34,931"" W"
"17° 13' 17,011"" S","65° 57' 47,578"" W"
"17° 17' 29,682"" S","65° 55' 10,590"" W"
"17° 13' 40,601"" S","66° 2' 56,254"" W"
"17° 10' 49,348"" S","66° 3' 24,138"" W"
"17° 11' 53,005"" S","66° 2' 32,597"" W"
"17° 20' 39,396"" S","66° 0' 45,349"" W"
"17° 20' 26,324"" S","66° 5' 7,599"" W"
"17° 20' 14,148"" S","66° 1' 12,544"" W"
"17° 19' 57,069"" S","65° 58' 38,033"" W"
"17° 27' 2,173"" S","66° 2' 51,576"" W"
"17° 24' 53,277"" S","65° 55' 24,541"" W"
"17° 25' 37,770"" S","65° 54' 53,069"" W"
"17° 24' 51,589"" S","65° 58' 11,886"" W"
"17° 25' 0,552"" S","65° 56' 11,367"" W"
"17° 24' 52,864"" S","65° 55' 12,722"" W"
"17° 24' 0,053"" S","65° 56' 53,151"" W"
"17° 23' 6,620"" S","65° 59' 5,500"" W"
"17° 23' 9,082"" S","65° 56' 46,080"" W"
"17° 23' 10,401"" S","65° 58' 23,956"" W"
"17° 11' 13,836"" S","66° 7' 16,821"" W"
"17° 11' 41,077"" S","66° 1' 34,143"" W"
"17° 11' 9,025"" S","66° 4' 19,027"" W"
"17° 26' 34,972"" S","66° 4' 15,891"" W"
"17° 29' 16,481"" S","65° 59' 59,142"" W"
"17° 26' 49,005"" S","65° 58' 37,214"" W"
"17° 27' 55,956"" S","66° 0' 14,329"" W"
"17° 25' 56,570"" S","65° 54' 6,611"" W"
"17° 28' 28,728"" S","66° 3' 53,789"" W"
"17° 20' 30,004"" S","66° 28' 39,735"" W"
"17° 19' 16,038"" S","66° 26' 56,030"" W"
"17° 40' 36,280"" S","66° 22' 24,189"" W"
"17° 33' 17,028"" S","66° 23' 6,347"" W"
"17° 20' 3,457"" S","66° 27' 29,246"" W"
"17° 19' 12,296"" S","66° 26' 50,140"" W"
"17° 20' 5,177"" S","66° 27' 46,190"" W"
"17° 36' 19,508"" S","66° 24' 8,794"" W"
"17° 35' 46,718"" S","66° 17' 13,321"" W"
"17° 27' 46,261"" S","66° 22' 5,797"" W"
"17° 27' 12,887"" S","66° 20' 19,941"" W"
"18° 18' 45,368"" S","65° 5' 16,235"" W"
"16° 48' 13,768"" S","65° 23' 40,936"" W"
"18° 18' 8,076"" S","64° 59' 59,607"" W"
"16° 44' 19,430"" S","66° 10' 9,695"" W"
"17° 3' 52,756"" S","65° 39' 16,369"" W"
"17° 1' 28,215"" S","65° 29' 6,769"" W"
"16° 40' 30,092"" S","65° 40' 18,204"" W"
"16° 39' 44,193"" S","65° 16' 18,392"" W"
"16° 40' 3,749"" S","65° 33' 30,587"" W"
"16° 39' 10,551"" S","65° 36' 8,700"" W"
"16° 38' 59,043"" S","65° 29' 11,437"" W"
"16° 38' 49,097"" S","65° 25' 42,972"" W"
"16° 38' 26,897"" S","65° 31' 25,353"" W"
"16° 37' 33,271"" S","65° 23' 33,663"" W"
"16° 37' 32,980"" S","65° 26' 16,421"" W"
"16° 37' 57,872"" S","65° 33' 39,051"" W"
"16° 36' 55,010"" S","65° 45' 58,634"" W"
"16° 42' 31,493"" S","65° 15' 22,039"" W"
"16° 34' 57,963"" S","65° 31' 17,692"" W"
"16° 35' 10,444"" S","65° 41' 41,726"" W"
"17° 2' 24,581"" S","65° 26' 50,329"" W"
"17° 1' 46,132"" S","65° 39' 24,566"" W"
"17° 12' 28,502"" S","65° 49' 31,633"" W"
"17° 9' 5,288"" S","65° 43' 54,185"" W"
"17° 7' 11,069"" S","66° 2' 44,311"" W"
"17° 6' 31,686"" S","65° 32' 30,926"" W"
"17° 6' 15,525"" S","65° 40' 51,155"" W"
"17° 3' 41,736"" S","65° 29' 35,572"" W"
"16° 23' 57,533"" S","65° 54' 18,759"" W"
"16° 33' 34,304"" S","65° 13' 47,486"" W"
"16° 57' 41,835"" S","65° 40' 51,513"" W"
"16° 53' 5,425"" S","65° 28' 42,361"" W"
"16° 52' 52,200"" S","65° 26' 0,193"" W"
"16° 52' 34,967"" S","65° 20' 45,045"" W"
"16° 52' 48,627"" S","65° 25' 5,239"" W"
"16° 52' 24,618"" S","65° 28' 27,323"" W"
"16° 52' 42,480"" S","65° 17' 51,394"" W"
"16° 50' 4,105"" S","65° 39' 32,228"" W"
"16° 52' 0,969"" S","65° 26' 10,985"" W"
"16° 51' 23,130"" S","65° 16' 44,275"" W"
"16° 51' 18,670"" S","65° 15' 7,083"" W"
"16° 55' 37,744"" S","65° 53' 27,288"" W"
"16° 47' 51,712"" S","65° 25' 39,794"" W"
"16° 48' 16,030"" S","65° 27' 56,865"" W"
"16° 47' 29,466"" S","65° 20' 57,354"" W"
"16° 47' 41,256"" S","65° 18' 31,767"" W"
"16° 48' 16,445"" S","65° 11' 22,089"" W"
"16° 47' 4,216"" S","65° 16' 8,486"" W"
"16° 21' 51,988"" S","65° 55' 17,037"" W"
"16° 31' 45,251"" S","65° 26' 26,399"" W"
"16° 44' 59,832"" S","65° 39' 21,478"" W"
"16° 46' 38,023"" S","65° 24' 44,228"" W"
"16° 46' 6,119"" S","65° 28' 31,305"" W"
"16° 46' 33,452"" S","65° 18' 38,847"" W"
"16° 45' 24,110"" S","65° 16' 7,737"" W"
"16° 36' 5,656"" S","65° 35' 47,677"" W"
"16° 31' 18,377"" S","65° 39' 56,827"" W"
"16° 21' 47,275"" S","65° 3' 58,908"" W"
"16° 52' 33,788"" S","65° 29' 42,081"" W"
"17° 0' 55,431"" S","66° 47' 38,045"" W"
"16° 34' 51,698"" S","65° 43' 15,204"" W"
"16° 28' 13,366"" S","65° 52' 21,715"" W"
"16° 30' 56,207"" S","65° 46' 40,753"" W"
"16° 39' 38,557"" S","65° 42' 17,227"" W"
"16° 34' 44,378"" S","65° 49' 45,874"" W"
"16° 40' 24,135"" S","65° 29' 17,379"" W"
"16° 28' 32,998"" S","65° 43' 42,117"" W"
"16° 23' 56,056"" S","65° 59' 39,111"" W"
"16° 28' 16,937"" S","65° 49' 48,181"" W"
"16° 31' 29,031"" S","65° 52' 50,657"" W"
"16° 48' 18,851"" S","65° 16' 59,156"" W"
"16° 37' 31,013"" S","65° 39' 15,574"" W"
"16° 48' 9,106"" S","65° 52' 27,711"" W"
"16° 52' 29,702"" S","65° 52' 33,260"" W"
"16° 58' 9,434"" S","66° 10' 42,597"" W"
"16° 46' 27,883"" S","66° 8' 40,662"" W"
"18° 28' 11,448"" S","65° 11' 59,176"" W"
"17° 45' 13,982"" S","65° 31' 45,490"" W"
"17° 52' 3,698"" S","65° 30' 13,113"" W"
"17° 54' 3,784"" S","65° 31' 56,234"" W"
"17° 50' 7,215"" S","65° 35' 34,184"" W"
"17° 51' 35,699"" S","65° 38' 25,983"" W"
"17° 51' 3,314"" S","65° 33' 36,070"" W"
"17° 49' 34,286"" S","65° 33' 52,720"" W"
"17° 47' 43,278"" S","65° 36' 9,978"" W"
"17° 45' 59,342"" S","65° 34' 23,753"" W"
"17° 46' 13,091"" S","65° 35' 35,483"" W"
"17° 45' 59,200"" S","65° 32' 10,050"" W"
"17° 47' 1,447"" S","65° 37' 32,956"" W"
"17° 46' 57,681"" S","65° 33' 17,121"" W"
"17° 44' 47,056"" S","65° 36' 41,829"" W"
"17° 44' 3,018"" S","65° 36' 36,001"" W"
"17° 42' 14,733"" S","65° 42' 43,416"" W"
"17° 36' 13,764"" S","65° 59' 20,634"" W"
"17° 54' 53,553"" S","65° 41' 12,785"" W"
"17° 45' 6,728"" S","65° 56' 44,046"" W"
"17° 25' 19,899"" S","65° 52' 56,052"" W"
"17° 33' 52,349"" S","66° 4' 22,391"" W"
"17° 21' 11,021"" S","65° 59' 6,956"" W"
"17° 35' 46,727"" S","65° 37' 43,424"" W"
"17° 33' 18,594"" S","66° 26' 47,327"" W"
"17° 32' 33,469"" S","66° 25' 26,396"" W"
"17° 29' 52,630"" S","66° 30' 30,079"" W"
"17° 30' 2,559"" S","66° 30' 28,854"" W"
"17° 33' 46,390"" S","66° 31' 40,448"" W"
"17° 24' 11,149"" S","65° 49' 20,910"" W"
"17° 48' 16,283"" S","66° 19' 51,681"" W"
"17° 5' 4,933"" S","66° 37' 1,050"" W"
"18° 31' 16,617"" S","64° 23' 55,368"" W"
"17° 39' 59,234"" S","65° 30' 45,864"" W"
"17° 52' 9,112"" S","66° 26' 33,843"" W"
"17° 32' 40,577"" S","66° 24' 9,924"" W"
"17° 37' 46,227"" S","65° 10' 4,824"" W"
"17° 16' 58,926"" S","66° 17' 38,262"" W"
"17° 15' 35,526"" S","64° 25' 6,345"" W"
"18° 2' 6,874"" S","65° 17' 4,139"" W"
"17° 33' 54,059"" S","65° 53' 14,690"" W"
"17° 37' 17,777"" S","65° 49' 14,384"" W"
"17° 22' 25,152"" S","65° 47' 10,329"" W"
"17° 23' 40,634"" S","65° 43' 32,514"" W"
"18° 24' 40,575"" S","64° 35' 41,699"" W"
"17° 33' 50,684"" S","65° 47' 26,596"" W"
"17° 44' 32,134"" S","66° 21' 6,422"" W"
"17° 24' 47,489"" S","65° 57' 6,726"" W"
"17° 25' 7,279"" S","65° 57' 19,944"" W"
"17° 37' 18,674"" S","66° 32' 37,291"" W"
"18° 14' 31,696"" S","65° 2' 4,260"" W"
"18° 17' 55,042"" S","64° 53' 50,385"" W"
"18° 16' 19,524"" S","65° 2' 25,248"" W"
"17° 18' 50,731"" S","66° 30' 27,092"" W"
"17° 15' 12,334"" S","66° 30' 50,499"" W"
"17° 31' 57,987"" S","65° 48' 14,345"" W"
"17° 39' 50,447"" S","65° 35' 48,567"" W"
"17° 49' 40,956"" S","66° 32' 59,531"" W"
"17° 33' 31,140"" S","66° 8' 2,728"" W"
"17° 36' 5,146"" S","66° 24' 41,614"" W"
"17° 0' 27,531"" S","65° 38' 38,112"" W"
"18° 0' 39,532"" S","65° 26' 5,992"" W"
"16° 52' 55,421"" S","65° 32' 15,880"" W"
"17° 29' 36,706"" S","66° 38' 43,351"" W"
"17° 1' 16,030"" S","65° 31' 5,069"" W"
"17° 36' 28,704"" S","66° 42' 10,241"" W"
"16° 47' 10,341"" S","65° 35' 9,383"" W"
"16° 47' 22,068"" S","65° 28' 56,044"" W"
"16° 59' 45,514"" S","65° 56' 38,638"" W"
"16° 41' 14,839"" S","65° 35' 37,776"" W"
"16° 40' 26,279"" S","65° 34' 40,363"" W"
"17° 26' 45,633"" S","66° 47' 11,580"" W"
"17° 32' 12,469"" S","66° 31' 13,853"" W"
"17° 29' 17,242"" S","66° 30' 39,124"" W"
"17° 42' 40,284"" S","64° 40' 25,229"" W"
"17° 18' 0,255"" S","64° 29' 12,581"" W"
"18° 12' 50,272"" S","65° 33' 44,486"" W"
"17° 27' 43,610"" S","65° 50' 22,818"" W"
"17° 4' 49,900"" S","65° 22' 15,941"" W"
"17° 55' 1,158"" S","65° 30' 8,505"" W"
"17° 3' 31,467"" S","66° 10' 16,578"" W"
"16° 44' 45,154"" S","66° 34' 0,182"" W"
"17° 1' 25,684"" S","66° 35' 14,658"" W"
"17° 40' 29,138"" S","65° 32' 52,163"" W"
"17° 39' 19,206"" S","65° 37' 4,454"" W"
"17° 34' 40,048"" S","65° 36' 56,418"" W"
"17° 46' 21,208"" S","66° 30' 50,118"" W"
"17° 19' 38,031"" S","66° 15' 38,094"" W"
"17° 25' 4,687"" S","65° 57' 33,095"" W"
"17° 0' 52,430"" S","65° 31' 26,966"" W"
"17° 19' 56,804"" S","65° 58' 38,497"" W"
"17° 19' 51,039"" S","65° 58' 38,293"" W"
"16° 40' 11,932"" S","65° 39' 6,204"" W"
"17° 37' 41,455"" S","65° 38' 20,475"" W"
"17° 43' 34,339"" S","64° 52' 48,248"" W"
"17° 28' 25,566"" S","64° 41' 46,381"" W"
"17° 34' 50,838"" S","65° 52' 38,408"" W"
"17° 23' 57,989"" S","65° 49' 7,387"" W"
"17° 52' 5,289"" S","65° 30' 13,529"" W"
"17° 6' 36,365"" S","66° 13' 9,815"" W"
"17° 27' 33,860"" S","66° 34' 51,686"" W"
"17° 26' 9,574"" S","66° 41' 41,061"" W"
"17° 34' 38,381"" S","66° 38' 22,717"" W"
"17° 32' 38,684"" S","66° 24' 42,362"" W"
"17° 32' 44,771"" S","66° 26' 7,067"" W"
"18° 2' 55,346"" S","65° 28' 52,272"" W"
"17° 34' 52,481"" S","65° 54' 47,253"" W"
"17° 33' 48,430"" S","65° 58' 19,870"" W"
"17° 35' 18,562"" S","65° 56' 59,718"" W"
"17° 34' 33,581"" S","65° 34' 49,966"" W"
"17° 32' 35,134"" S","66° 3' 19,081"" W"
"17° 32' 19,736"" S","66° 4' 9,149"" W"
"17° 38' 31,074"" S","65° 58' 42,775"" W"
"17° 37' 43,327"" S","65° 59' 50,342"" W"
"17° 45' 12,917"" S","66° 4' 23,944"" W"
"17° 21' 58,146"" S","66° 15' 34,581"" W"
"17° 23' 27,429"" S","66° 49' 59,184"" W"
"17° 24' 24,961"" S","66° 42' 12,576"" W"
"17° 22' 52,230"" S","66° 48' 55,067"" W"
"17° 22' 11,509"" S","66° 48' 20,200"" W"
"16° 58' 9,847"" S","66° 59' 1,689"" W"
"18° 5' 4,170"" S","64° 55' 23,652"" W"
"18° 5' 13,942"" S","66° 44' 38,624"" W"
"17° 36' 4,330"" S","65° 53' 4,980"" W"
"17° 38' 29,057"" S","65° 48' 21,721"" W"
"17° 31' 38,831"" S","65° 55' 24,434"" W"
"16° 50' 33,385"" S","64° 47' 49,370"" W"
"17° 0' 34,814"" S","65° 2' 26,787"" W"
"16° 59' 47,086"" S","65° 8' 46,814"" W"
"16° 55' 8,141"" S","65° 8' 47,420"" W"
"16° 52' 27,512"" S","65° 7' 54,410"" W"
"17° 36' 27,960"" S","65° 44' 12,950"" W"
"17° 33' 9,103"" S","66° 28' 26,090"" W"
"17° 24' 13,810"" S","66° 21' 1,117"" W"
"16° 58' 21,008"" S","65° 25' 12,018"" W"
"17° 7' 1,593"" S","64° 55' 0,872"" W"
"17° 54' 22,990"" S","66° 28' 45,913"" W"
"17° 44' 54,214"" S","66° 21' 14,264"" W"
